year,state,abbr,electors,d_pv,pop,area,d_pv_nat,d_2pv_nat,d_cand,r_cand,winner,incumb_party,d_incumb,r_incumb,d_prev_admin,r_prev_admin,d_hsa,r_hsa,d_rsa,r_rsa,d_2pv,state_winner,dem_hsa_advantage,rep_hsa_advantage,dem_rsa_advantage,rep_rsa_advantage,total_rep_electors,total_dem_electors
1952,Maine_full,ME_full,5,33.77223653,915000,30865,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,33.8325374,0,0,0,0,0,442,89
1956,Maine_full,ME_full,5,29.13456125,938000,30865,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,29.13456125,0,0,0,0,0,457,74
1960,Maine_full,ME_full,5,42.95177738,975000,30865,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,42.9523884,0,0,0,0,0,220,317
1964,Maine_full,ME_full,4,68.79579037,993000,30865,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,68.84201961,1,0,0,0,0,52,486
1968,Maine_full,ME_full,4,55.30468066,994000,30865,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,56.21601486,1,0,0,0,0,320,218
1972,Maine_full,ME_full,2,38.48434231,1034292,30865,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,38.50547427,0,0,0,0,0,521,17
1976,Maine_full,ME_full,2,48.09407663,1088412,30865,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,49.56882111,0,0,0,0,0,241,297
1980,Maine_full,ME_full,2,42.2503542,1126860,30865,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,48.09051657,0,0,0,0,0,448,90
1984,Maine_full,ME_full,2,38.78104074,1155635,30865,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,38.9308821,0,0,0,0,0,525,13
1988,Maine_full,ME_full,2,43.88353888,1203840,30865,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,44.2289813,0,0,0,0,0,426,112
1992,Maine_full,ME_full,2,38.7667973,1235748,30865,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,56.05587287,1,0,0,0,0,168,370
1996,Maine_full,ME_full,2,51.62395589,1241436,30865,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,62.66212042,1,0,0,0,0,159,379
2000,Maine_full,ME_full,2,49.08601647,1277072,30865,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,52.74784154,1,0,0,0,0,271,267
2004,Maine_full,ME_full,2,53.57285569,1313688,30865,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,54.58301641,1,0,0,0,0,286,252
2008,Maine_full,ME_full,2,57.7057373,1330509,30865,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,58.82952498,1,0,0,0,0,173,365
2012,Maine_full,ME_full,2,55.37103419,1327729,30865,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,57.85992139,1,0,0,0,0,206,332
2016,Maine_full,ME_full,2,46.3452141,1331317,30865,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,51.59679113,1,0,0,0,0,306,232
2020,Maine_full,ME_full,2,52.52557935,1362359,30865,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,54.67040458,1,0,0,0,0,229,307
1952,Maryland,MD,9,43.82534027,2500000,9775,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,44.18353057,0,0,0,0,0,442,89
1956,Maryland,MD,9,39.96488447,2811000,9775,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,39.96488447,0,0,0,0,0,457,74
1960,Maryland,MD,9,53.61335444,3113000,9775,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,53.61350685,1,0,0,0,0,220,317
1964,Maryland,MD,10,65.46709815,3492000,9775,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,65.47003019,1,0,0,0,0,52,486
1968,Maryland,MD,10,43.58647784,3815000,9775,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,50.96160673,1,0,0,0,0,320,218
1972,Maryland,MD,10,37.35976635,4073499,9775,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,37.88377678,0,0,0,0,0,521,17
1976,Maryland,MD,10,53.03541992,4150539,9775,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,53.03541992,1,0,0,0,0,241,297
1980,Maryland,MD,10,47.13812954,4227643,9775,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,51.61913807,1,0,0,0,0,448,90
1984,Maryland,MD,10,47.01639086,4365243,9775,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,47.24247281,0,0,0,0,0,525,13
1988,Maryland,MD,10,48.19903427,4657904,9775,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,48.53556977,0,0,0,0,0,426,112
1992,Maryland,MD,10,49.81260519,4902545,9775,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,58.29990004,1,0,0,0,0,168,370
1996,Maryland,MD,10,54.25477435,5057142,9775,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,58.63842349,1,0,0,0,0,159,379
2000,Maryland,MD,10,56.48830838,5311034,9775,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,58.43229894,1,0,0,0,0,271,267
2004,Maryland,MD,10,55.97146761,5546935,9775,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,56.56558421,1,0,0,0,0,286,252
2008,Maryland,MD,10,61.91934476,5684965,9775,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,62.93008729,1,0,0,0,0,173,365
2012,Maryland,MD,10,61.97419078,5886992,9775,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,63.32172579,1,0,0,0,0,206,332
2016,Maryland,MD,10,60.32574424,6003323,9775,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,64.01624969,1,0,0,0,0,306,232
2020,Maryland,MD,10,65.36066486,6177224,9775,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,67.02904705,1,0,0,0,0,229,307
1952,Massachusetts,MA,16,45.46135392,4650000,7838,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,45.60578319,0,0,0,0,0,442,89
1956,Massachusetts,MA,16,40.37417831,4891000,7838,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,40.49693622,0,0,0,0,0,457,74
1960,Massachusetts,MA,16,60.22215203,5160000,7838,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,60.35794935,1,1,0,1,0,220,317
1964,Massachusetts,MA,14,76.18660541,5448000,7838,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,76.46866702,1,0,0,0,0,52,486
1968,Massachusetts,MA,14,63.00918794,5618000,7838,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,65.70560208,1,0,0,0,0,320,218
1972,Massachusetts,MA,14,54.19569896,5760302,7838,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,54.50912985,1,0,0,0,0,521,17
1976,Massachusetts,MA,14,56.11157823,5743672,7838,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,58.11462217,1,0,0,0,0,241,297
1980,Massachusetts,MA,14,41.74977913,5746075,7838,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,49.90932699,0,0,0,0,0,448,90
1984,Massachusetts,MA,13,48.43378267,5840773,7838,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,48.60166976,0,0,0,0,0,525,13
1988,Massachusetts,MA,13,53.22905149,5979982,7838,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,53.98258893,1,1,1,1,0,426,112
1992,Massachusetts,MA,12,47.54141093,5993474,7838,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,62.09222867,1,0,1,0,0,168,370
1996,Massachusetts,MA,12,61.47209871,6085393,7838,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,68.63782541,1,0,0,0,0,159,379
2000,Massachusetts,MA,12,59.12612602,6361104,7838,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,64.78934376,1,0,0,0,0,271,267
2004,Massachusetts,MA,12,61.6166602,6412281,7838,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,62.74285551,1,0,0,1,0,286,252
2008,Massachusetts,MA,12,61.3631991,6468967,7838,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,63.19707821,1,0,0,0,0,173,365
2012,Massachusetts,MA,11,60.33830832,6663005,7838,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,61.78568075,1,0,0,0,1,206,332
2016,Massachusetts,MA,11,59.0500651,6823608,7838,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,64.65127869,1,0,0,0,0,306,232
2020,Massachusetts,MA,11,65.1229837,7029917,7838,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,67.11554954,1,0,0,0,0,229,307
1952,Michigan,MI,20,43.97414843,6650000,56539,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,44.23345528,0,0,0,0,0,442,89
1956,Michigan,MI,20,44.1458246,7467000,56539,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,44.24526077,0,0,0,0,0,457,74
1960,Michigan,MI,20,50.85050256,7834000,56539,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,51.01038577,1,0,0,0,0,220,317
1964,Michigan,MI,21,66.70455702,8187000,56539,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,66.83674475,1,0,0,0,0,52,486
1968,Michigan,MI,21,48.18395463,8696000,56539,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,53.75229397,1,0,0,0,0,320,218
1972,Michigan,MI,21,41.81372795,9028944,56539,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,42.65911873,0,0,0,0,0,521,17
1976,Michigan,MI,21,46.46507412,9129205,56539,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,47.25622595,0,0,0,0,1,241,297
1980,Michigan,MI,21,42.4974135,9255553,56539,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,46.4535891,0,0,0,0,0,448,90
1984,Michigan,MI,20,40.23607594,9049452,56539,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,40.453675,0,0,0,0,0,525,13
1988,Michigan,MI,20,45.67207835,9217998,56539,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,46.02195004,0,0,0,0,0,426,112
1992,Michigan,MI,18,43.77368748,9470323,56539,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,54.61515964,1,0,0,0,0,168,370
1996,Michigan,MI,18,51.69482057,9739184,56539,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,57.32441336,1,0,0,0,0,159,379
2000,Michigan,MI,18,51.27979887,9952450,56539,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,52.63460648,1,0,0,0,0,271,267
2004,Michigan,MI,17,51.23070673,10055315,56539,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,51.72584447,1,0,0,0,0,286,252
2008,Michigan,MI,17,57.43324731,9946889,56539,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,58.37130158,1,0,0,0,0,173,365
2012,Michigan,MI,16,54.20820421,9897145,56539,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,54.80053207,1,0,1,0,0,206,332
2016,Michigan,MI,16,47.27453095,9950571,56539,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,49.88233178,0,0,0,0,0,306,232
2020,Michigan,MI,16,50.62081829,10077331,56539,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,51.41355934,1,0,0,0,0,229,307
1952,Minnesota,MN,11,44.10768382,3030000,79617,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,44.35895249,0,0,0,0,0,442,89
1956,Minnesota,MN,11,46.08378327,7467000,56539,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,46.19333691,0,0,0,0,0,457,74
1960,Minnesota,MN,11,50.58301938,3425000,79617,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,50.71587049,1,0,0,0,0,220,317
1964,Minnesota,MN,10,63.75948721,3558000,79617,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,63.91247797,1,0,0,0,0,52,486
1968,Minnesota,MN,10,53.99638655,3703000,79617,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,56.56480792,1,0,0,1,0,320,218
1972,Minnesota,MN,10,46.06810086,3869747,79617,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,47.17975556,0,0,0,0,0,521,17
1976,Minnesota,MN,10,54.89630146,3964680,79617,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,56.64198197,1,0,0,0,0,241,297
1980,Minnesota,MN,10,46.50156244,4085017,79617,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,52.21361455,1,0,0,0,0,448,90
1984,Minnesota,MN,10,49.71884656,4157706,79617,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,50.09089077,1,1,0,1,0,525,13
1988,Minnesota,MN,10,52.91283343,4296166,79617,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,53.55085993,1,0,0,0,0,426,112
1992,Minnesota,MN,10,43.48465128,4471503,79617,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,57.72134023,1,0,0,0,0,168,370
1996,Minnesota,MN,10,51.10075658,4647723,79617,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,59.38068927,1,0,0,0,0,159,379
2000,Minnesota,MN,10,47.90557206,4933692,79617,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,51.28641198,1,0,0,0,0,271,267
2004,Minnesota,MN,10,51.08968469,5087713,79617,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,51.76091061,1,0,0,0,0,286,252
2008,Minnesota,MN,10,54.0602927,5247018,79617,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,55.229375,1,0,0,0,0,173,365
2012,Minnesota,MN,10,52.65230315,5376643,79617,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,53.94122646,1,0,0,0,0,206,332
2016,Minnesota,MN,10,46.44503396,5522744,79617,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,50.83169371,1,0,0,0,0,306,232
2020,Minnesota,MN,10,52.39509931,5706494,79617,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,53.63951365,1,0,0,0,0,229,307
1952,Mississippi,MS,8,60.43665859,2152000,46914,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,60.43665859,1,0,0,0,0,442,89
1956,Mississippi,MS,8,58.23033742,2086000,46914,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,70.423963,1,0,0,0,0,457,74
1960,Mississippi,MS,8,36.34223315,2182000,46914,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,59.56476091,1,0,0,0,0,220,317
1964,Mississippi,MS,7,12.8604459,2241000,46914,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,12.8604459,0,0,0,0,0,52,486
1968,Mississippi,MS,7,23.01633744,2219000,46914,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,62.98879412,1,0,0,0,0,320,218
1972,Mississippi,MS,7,19.62682073,2307117,46914,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,20.0633954,0,0,0,0,0,521,17
1976,Mississippi,MS,7,49.62701232,2429756,46914,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,50.96788853,1,0,0,0,0,241,297
1980,Mississippi,MS,7,48.13916456,2525342,46914,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,49.32166779,0,0,0,0,0,448,90
1984,Mississippi,MS,7,37.42328159,2578051,46914,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,37.68496494,0,0,0,0,0,525,13
1988,Mississippi,MS,7,39.06714459,2580352,46914,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,39.47891705,0,0,0,0,0,426,112
1992,Mississippi,MS,7,40.76806414,2610193,46914,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,45.07151053,0,0,0,0,0,168,370
1996,Mississippi,MS,7,44.08110022,2709925,46914,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,47.25277625,0,0,0,0,0,159,379
2000,Mississippi,MS,7,40.69810015,2848353,46914,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,41.39451516,0,0,0,0,0,271,267
2004,Mississippi,MS,6,40.16111259,2889010,46914,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,40.49499923,0,0,0,0,0,286,252
2008,Mississippi,MS,6,43.00155443,2947806,46914,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,43.35806901,0,0,0,0,0,173,365
2012,Mississippi,MS,6,43.78935954,2983816,46914,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,44.1981008,0,0,0,0,0,206,332
2016,Mississippi,MS,6,40.11478827,2987938,46914,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,40.91015267,0,0,0,0,0,306,232
2020,Mississippi,MS,6,41.05760646,2961279,46914,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,41.61501417,0,0,0,0,0,229,307
1952,Missouri,MO,13,49.14373842,3972000,68898,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,49.21665055,0,0,0,0,0,442,89
1956,Missouri,MO,13,50.10870028,4163000,68898,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,50.10870028,1,0,0,0,0,457,74
1960,Missouri,MO,13,50.25795819,4326000,68898,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,50.25795819,1,0,0,0,0,220,317
1964,Missouri,MO,12,64.04958746,4442000,68898,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,64.04958746,1,0,0,0,0,52,486
1968,Missouri,MO,12,43.7382219,4568000,68898,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,49.36109809,0,0,0,0,0,320,218
1972,Missouri,MO,12,37.70566488,4758780,68898,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,37.70566488,0,0,0,0,0,521,17
1976,Missouri,MO,12,51.10498567,4839029,68898,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,51.84190712,1,0,0,0,0,241,297
1980,Missouri,MO,12,44.34571659,4921966,68898,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,46.43458566,0,0,0,0,0,448,90
1984,Missouri,MO,11,39.97524933,4975278,68898,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,39.97524933,0,0,0,0,0,525,13
1988,Missouri,MO,11,47.85044916,5081736,68898,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,48.00308832,0,0,0,0,0,426,112
